#

Date1	Date2	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	T0	T1	T2	T3	T4	T5	T6	T7	T8	T9	I0	I1	I2	I3
Date(String)	Date(Number)	C_still	3K	Still	MC - TT1810	MC - Cernox	50 mK				50K	C_still	3K	Still	MC - TT1810	MC - Cernox	50 mK				50K	Sorb3K	3K	Still	MC
		No Calibration	RuO2-10K-NEW	RuO2 10k	TT-1810	CernoxA - mk	RuO2 1k5	No Calibration	No Calibration	No Calibration	PT1000	No Calibration	RuO2-10K-NEW	RuO2 10k	TT-1810	CernoxA - mk	RuO2 1k5	No Calibration	No Calibration	No Calibration	PT1000				
2021-03-22 15:50:52	3.6992694521E+9	1.566588E-10	1.517862E+4	4.988876E+4	2.375394E+4	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	156.658771E-12	3.620830E+3	1.008327E+3	32.340844E+0	NaN	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:52:22	3.6992695422E+9	1.941080E-10	1.517826E+4	4.987758E+4	2.376222E+4	1.346372E+5	5.391105E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	194.108045E-12	3.621078E+3	1.008537E+3	32.324710E+0	65.541287E+0	168.160728E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:53:01	3.6992695811E+9	2.274325E-10	1.517645E+4	4.982148E+4	2.376117E+4	1.336681E+5	5.393673E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	227.432461E-12	3.622315E+3	1.009588E+3	32.326758E+0	66.273825E+0	167.950256E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:53:42	3.6992696223E+9	2.337439E-10	1.517665E+4	4.990054E+4	2.375678E+4	1.374179E+5	5.392573E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	233.743936E-12	3.622175E+3	1.008107E+3	32.335302E+0	63.438660E+0	168.040176E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:54:21	3.6992696611E+9	2.460591E-10	1.517737E+4	4.987799E+4	2.370575E+4	1.360493E+5	5.392426E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	246.059147E-12	3.621686E+3	1.008529E+3	32.435022E+0	64.473465E+0	168.052677E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:54:58	3.6992696981E+9	2.581343E-10	1.517631E+4	4.996720E+4	2.371919E+4	1.373892E+5	5.392324E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	258.134253E-12	3.622406E+3	1.006862E+3	32.408725E+0	63.460338E+0	168.061049E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:55:36	3.6992697368E+9	2.498826E-10	1.517752E+4	4.987755E+4	2.370699E+4	1.349921E+5	5.391514E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	249.882645E-12	3.621580E+3	1.008537E+3	32.432601E+0	65.272891E+0	168.126562E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:56:13	3.6992697739E+9	2.625041E-10	1.517882E+4	4.995058E+4	2.371313E+4	1.366519E+5	5.393679E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	262.504084E-12	3.620694E+3	1.007172E+3	32.420574E+0	64.017760E+0	167.949421E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:56:50	3.6992698105E+9	2.472457E-10	1.517689E+4	4.993510E+4	2.370920E+4	1.317288E+5	5.394052E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	247.245673E-12	3.622013E+3	1.007461E+3	32.428278E+0	67.738169E+0	167.918093E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:57:29	3.6992698495E+9	2.547707E-10	1.517620E+4	4.994955E+4	2.371372E+4	1.361416E+5	5.391735E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	254.770745E-12	3.622483E+3	1.007191E+3	32.419412E+0	64.403620E+0	168.109321E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:58:08	3.6992698887E+9	2.444480E-10	1.517905E+4	4.994270E+4	2.372866E+4	1.284478E+5	5.392955E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	244.447979E-12	3.620543E+3	1.007319E+3	32.390207E+0	70.206038E+0	168.009587E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:58:47	3.6992699273E+9	2.439884E-10	1.517895E+4	4.991529E+4	2.373113E+4	1.354820E+5	5.391901E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	243.988400E-12	3.620609E+3	1.007831E+3	32.385372E+0	64.902429E+0	168.095928E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 15:59:26	3.6992699664E+9	2.335381E-10	1.517685E+4	4.998228E+4	2.371367E+4	1.372373E+5	5.390201E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	233.538112E-12	3.622039E+3	1.006580E+3	32.419523E+0	63.575208E+0	168.235353E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 16:00:05	3.6992700055E+9	2.375004E-10	1.518014E+4	4.991572E+4	2.371667E+4	1.236198E+5	5.389678E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	237.500378E-12	3.619795E+3	1.007823E+3	32.413642E+0	73.798329E+0	168.278732E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
