#

Date1	Date2	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	T0	T1	T2	T3	T4	T5	T6	T7	T8	T9	I0	I1	I2	I3
Date(String)	Date(Number)	C_still	3K	Still	MC - TT1810	MC - Cernox	50 mK				50K	C_still	3K	Still	MC - TT1810	MC - Cernox	50 mK				50K	Sorb3K	3K	Still	MC
		No Calibration	RuO2-10K-NEW	RuO2 10k	TT-1810	CernoxA - mk	RuO2 1k5	No Calibration	No Calibration	No Calibration	PT1000	No Calibration	RuO2-10K-NEW	RuO2 10k	TT-1810	CernoxA - mk	RuO2 1k5	No Calibration	No Calibration	No Calibration	PT1000				
2021-03-22 21:51:29	3.6992910892E+9	0.000000E+0	1.032873E+4	0.000000E+0	1.725120E+3	1.075913E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	4.584896E+2	0.000000E+0	29.017476E+3	Inf	18.292310E+3	37.623553E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	137.696411E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 21:52:42	3.6992911630E+9	0.000000E+0	1.032699E+4	1.043734E+4	1.724881E+3	1.043865E+2	1.690097E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.604060E+2	0.000000E+0	29.067444E+3	54.913394E+3	18.316078E+3	40.377443E+3	14.070952E+3	0.000000E+0	0.000000E+0	0.000000E+0	138.157449E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 21:53:34	3.6992912150E+9	0.000000E+0	1.032589E+4	1.043395E+4	1.724134E+3	1.018469E+2	1.689753E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.613134E+2	0.000000E+0	29.099038E+3	55.125288E+3	18.390801E+3	42.762279E+3	14.071988E+3	0.000000E+0	0.000000E+0	0.000000E+0	138.375828E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 21:54:30	3.6992912700E+9	0.000000E+0	1.032447E+4	1.043425E+4	1.724482E+3	1.029932E+2	1.689377E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.624705E+2	0.000000E+0	29.139775E+3	55.106348E+3	18.355961E+3	41.662367E+3	14.073045E+3	0.000000E+0	0.000000E+0	0.000000E+0	138.654350E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 21:55:31	3.6992913315E+9	0.000000E+0	1.032306E+4	1.043123E+4	1.724433E+3	1.041261E+2	1.689047E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.638569E+2	0.000000E+0	29.180526E+3	55.296281E+3	18.360823E+3	40.613376E+3	14.073933E+3	0.000000E+0	0.000000E+0	0.000000E+0	138.988207E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 21:56:23	3.6992913838E+9	0.000000E+0	1.032181E+4	1.042904E+4	1.722324E+3	1.021623E+2	1.688659E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.649425E+2	0.000000E+0	29.216434E+3	55.435157E+3	18.573674E+3	42.455675E+3	14.075010E+3	0.000000E+0	0.000000E+0	0.000000E+0	139.249703E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 21:57:16	3.6992914368E+9	0.000000E+0	1.032059E+4	1.042499E+4	1.723666E+3	1.007500E+2	1.688343E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.660103E+2	0.000000E+0	29.251772E+3	55.692081E+3	18.437869E+3	43.852775E+3	14.075825E+3	0.000000E+0	0.000000E+0	0.000000E+0	139.506970E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 21:58:17	3.6992914975E+9	0.000000E+0	1.031942E+4	1.042313E+4	1.723430E+3	1.017449E+2	1.687974E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.671046E+2	0.000000E+0	29.285785E+3	55.811178E+3	18.461612E+3	42.862093E+3	14.076733E+3	0.000000E+0	0.000000E+0	0.000000E+0	139.770699E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 21:59:10	3.6992915502E+9	0.000000E+0	1.031838E+4	1.042253E+4	1.723387E+3	1.010591E+2	1.687645E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.681433E+2	0.000000E+0	29.316039E+3	55.849330E+3	18.466004E+3	43.541636E+3	14.077472E+3	0.000000E+0	0.000000E+0	0.000000E+0	140.021096E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 22:00:02	3.6992916029E+9	0.000000E+0	1.031741E+4	1.042090E+4	1.723037E+3	1.023354E+2	1.687341E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.691606E+2	0.000000E+0	29.344293E+3	55.954281E+3	18.501338E+3	42.288705E+3	14.078130E+3	0.000000E+0	0.000000E+0	0.000000E+0	140.266421E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 22:01:04	3.6992916642E+9	0.000000E+0	1.031590E+4	1.041768E+4	1.722564E+3	1.018841E+2	1.686984E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.704595E+2	0.000000E+0	29.388127E+3	56.161748E+3	18.549292E+3	42.725992E+3	14.078856E+3	0.000000E+0	0.000000E+0	0.000000E+0	140.579722E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 22:01:59	3.6992917193E+9	0.000000E+0	1.031492E+4	1.041523E+4	1.721837E+3	1.018864E+2	1.686636E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.714850E+2	0.000000E+0	29.416948E+3	56.320082E+3	18.623384E+3	42.723763E+3	14.079573E+3	0.000000E+0	0.000000E+0	0.000000E+0	140.827129E+3	0.000000	0.000000	0.000000	0.000000
2021-03-22 22:02:51	3.6992917717E+9	0.000000E+0	1.031377E+4	1.041653E+4	1.722122E+3	1.013290E+2	1.686374E+3	0.000000E+0	0.000000E+0	0.000000E+0	4.724622E+2	0.000000E+0	29.450445E+3	56.235897E+3	18.594326E+3	43.272447E+3	14.080010E+3	0.000000E+0	0.000000E+0	0.000000E+0	141.062980E+3	25.000000	25.000000	25.000000	25.000000
