#

Date1	Date2	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	T0	T1	T2	T3	T4	T5	T6	T7	T8	T9	I0	I1	I2	I3
Date(String)	Date(Number)	C_still	3K	Still	MC - TT1810	MC - Cernox	50 mK				50K	C_still	3K	Still	MC - TT1810	MC - Cernox	50 mK				50K	Sorb3K	3K	Still	MC
		No Calibration	RuO2-10K-NEW	RuO2 10k	TT-1810	CernoxA - mk	RuO2 1k5	No Calibration	No Calibration	No Calibration	PT1000	No Calibration	RuO2-10K-NEW	RuO2 10k	TT-1810	CernoxA - mk	RuO2 1k5	No Calibration	No Calibration	No Calibration	PT1000				
2021-03-22 09:46:36	3.6992475964E+9	1.645466E-10	0.000000E+0	0.000000E+0	2.378509E+4	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	164.546554E-12	Inf	Inf	32.280172E+0	NaN	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 09:49:15	3.6992477554E+9	2.110181E-10	1.517844E+4	4.980929E+4	2.371589E+4	0.000000E+0	5.448137E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	211.018116E-12	3.620954E+3	1.009817E+3	32.415174E+0	NaN	163.572557E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.069000
2021-03-22 09:52:01	3.6992479219E+9	2.603638E-10	1.517254E+4	4.986259E+4	2.362296E+4	0.000000E+0	5.388593E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	260.363776E-12	3.624985E+3	1.008817E+3	32.597785E+0	NaN	168.367916E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 09:54:47	3.6992480874E+9	2.953856E-10	1.517558E+4	4.997740E+4	2.367145E+4	0.000000E+0	5.389174E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	295.385632E-12	3.622904E+3	1.006671E+3	32.502307E+0	NaN	168.319997E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 09:57:35	3.6992482558E+9	3.206503E-10	1.517404E+4	4.989680E+4	2.370314E+4	0.000000E+0	5.387353E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	320.650256E-12	3.623961E+3	1.008177E+3	32.440135E+0	NaN	168.469869E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:00:24	3.6992484240E+9	3.546867E-10	1.517395E+4	4.998227E+4	2.371433E+4	0.000000E+0	5.387104E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	354.686679E-12	3.624020E+3	1.006580E+3	32.418219E+0	NaN	168.490419E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:03:15	3.6992485957E+9	3.755147E-10	1.517361E+4	4.986587E+4	2.371116E+4	0.000000E+0	5.386783E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	375.514696E-12	3.624250E+3	1.008756E+3	32.424441E+0	NaN	168.516569E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:06:09	3.6992487698E+9	3.945326E-10	1.517100E+4	4.992195E+4	2.372168E+4	0.000000E+0	5.386848E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	394.532565E-12	3.626037E+3	1.007707E+3	32.403843E+0	NaN	168.511099E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:08:57	3.6992489374E+9	3.878234E-10	1.516800E+4	4.993818E+4	2.373405E+4	0.000000E+0	5.387925E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	387.823381E-12	3.628090E+3	1.007403E+3	32.379660E+0	NaN	168.422620E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:11:49	3.6992491091E+9	3.920156E-10	1.517140E+4	4.997656E+4	2.374545E+4	0.000000E+0	5.390404E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	392.015597E-12	3.625766E+3	1.006687E+3	32.357407E+0	NaN	168.217945E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:14:34	3.6992492748E+9	3.941882E-10	1.517657E+4	4.996168E+4	2.372556E+4	0.000000E+0	5.386836E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	394.188179E-12	3.622233E+3	1.006965E+3	32.396263E+0	NaN	168.512256E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:17:25	3.6992494456E+9	3.897981E-10	1.517439E+4	4.988035E+4	2.372982E+4	0.000000E+0	5.388112E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	389.798070E-12	3.623721E+3	1.008485E+3	32.387933E+0	NaN	168.406770E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:20:19	3.6992496194E+9	3.920590E-10	1.517087E+4	4.999424E+4	2.374248E+4	0.000000E+0	5.385744E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	392.058955E-12	3.626125E+3	1.006357E+3	32.363205E+0	NaN	168.602355E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:23:06	3.6992497867E+9	3.733256E-10	1.516983E+4	4.986176E+4	2.371835E+4	0.000000E+0	5.387397E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	373.325594E-12	3.626839E+3	1.008833E+3	32.410365E+0	NaN	168.466828E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
