#

Date1	Date2	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	T0	T1	T2	T3	T4	T5	T6	T7	T8	T9	I0	I1	I2	I3
Date(String)	Date(Number)	C_still	3K	Still	MC - TT1810	MC - Cernox	50 mK				50K	C_still	3K	Still	MC - TT1810	MC - Cernox	50 mK				50K	Sorb3K	3K	Still	MC
		No Calibration	RuO2-10K-NEW	RuO2 10k	TT-1810	CernoxA - mk	RuO2 1k5	No Calibration	No Calibration	No Calibration	PT1000	No Calibration	RuO2-10K-NEW	RuO2 10k	TT-1810	CernoxA - mk	RuO2 1k5	No Calibration	No Calibration	No Calibration	PT1000				
2021-03-22 09:47:16	3.6992476366E+9	1.645466E-10	1.517844E+4	4.980929E+4	2.378509E+4	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	164.546554E-12	3.620954E+3	1.009817E+3	32.280172E+0	NaN	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 09:49:51	3.6992477919E+9	2.110181E-10	1.517254E+4	4.986259E+4	2.360335E+4	0.000000E+0	5.448137E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	211.018116E-12	3.624985E+3	1.008817E+3	32.636505E+0	NaN	163.572557E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.128000
2021-03-22 09:52:44	3.6992479644E+9	2.603638E-10	1.517558E+4	4.997740E+4	2.364719E+4	0.000000E+0	5.388593E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	260.363776E-12	3.622904E+3	1.006671E+3	32.550011E+0	NaN	168.367916E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 09:55:32	3.6992481326E+9	2.953856E-10	1.517404E+4	4.989680E+4	2.369496E+4	0.000000E+0	5.389174E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	295.385632E-12	3.623961E+3	1.008177E+3	32.456175E+0	NaN	168.319997E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 09:58:20	3.6992483007E+9	3.206503E-10	1.517395E+4	4.998227E+4	2.371345E+4	0.000000E+0	5.387353E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	320.650256E-12	3.624020E+3	1.006580E+3	32.419951E+0	NaN	168.469869E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:01:14	3.6992484742E+9	3.546867E-10	1.517361E+4	4.986587E+4	2.370481E+4	0.000000E+0	5.387104E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	354.686679E-12	3.624250E+3	1.008756E+3	32.436875E+0	NaN	168.490419E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:04:06	3.6992486467E+9	3.755147E-10	1.517100E+4	4.992195E+4	2.372025E+4	0.000000E+0	5.386783E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	375.514696E-12	3.626037E+3	1.007707E+3	32.406637E+0	NaN	168.516569E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:06:57	3.6992488175E+9	3.945326E-10	1.516800E+4	4.993818E+4	2.372611E+4	0.000000E+0	5.386848E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	394.532565E-12	3.628090E+3	1.007403E+3	32.395178E+0	NaN	168.511099E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:09:45	3.6992489853E+9	3.878234E-10	1.517140E+4	4.997656E+4	2.374052E+4	0.000000E+0	5.387925E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	387.823381E-12	3.625766E+3	1.006687E+3	32.367035E+0	NaN	168.422620E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:12:34	3.6992491544E+9	3.920156E-10	1.517657E+4	4.996168E+4	2.375377E+4	0.000000E+0	5.390404E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	392.015597E-12	3.622233E+3	1.006965E+3	32.341173E+0	NaN	168.217945E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:15:25	3.6992493251E+9	3.941882E-10	1.517439E+4	4.988035E+4	2.373513E+4	0.000000E+0	5.386836E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	394.188179E-12	3.623721E+3	1.008485E+3	32.377558E+0	NaN	168.512256E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:18:13	3.6992494939E+9	3.897981E-10	1.517087E+4	4.999424E+4	2.374025E+4	0.000000E+0	5.388112E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	389.798070E-12	3.626125E+3	1.006357E+3	32.367563E+0	NaN	168.406770E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:21:05	3.6992496653E+9	3.920590E-10	1.516983E+4	4.986176E+4	2.373769E+4	0.000000E+0	5.385744E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	392.058955E-12	3.626839E+3	1.008833E+3	32.372553E+0	NaN	168.602355E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
2021-03-22 10:23:57	3.6992498370E+9	3.733256E-10	1.516932E+4	4.986996E+4	2.373768E+4	0.000000E+0	5.387397E+3	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	373.325594E-12	3.627185E+3	1.008679E+3	32.372574E+0	NaN	168.466828E+0	0.000000E+0	0.000000E+0	0.000000E+0	-Inf	0.000000	0.000000	0.000000	0.000000
